district,week_start,week_of_year,lst_celsius,rainfall_mm,ndwi_index,humidity_proxy_pct,population_density,dengue_cases,lst_lag2,rainfall_lag2,ndwi_lag2,humidity_lag2,lst_lag4,rainfall_lag4,ndwi_lag4,humidity_lag4,lst_lag6,rainfall_lag6,ndwi_lag6,humidity_lag6,rainfall_roll4,ndwi_roll4,humidity_roll4,month,is_monsoon_season,is_post_monsoon,cases_lag1,cases_lag4,cases_roll4,target_cases_4wk_ahead
Bhubaneswar,2019-05-06,19,31.57,2.61,-0.133,45.3,2098.9,6,31.32,3.66,-0.22,43.7,29.1,2.52,-0.116,42.5,29.31,2.79,-0.243,41.6,4.5925,-0.153,44.15,5,0,0,8.0,7.0,6.5,7.0
Bhubaneswar,2019-05-13,20,32.88,15.67,-0.1,46.2,2097.9,8,31.47,6.1,-0.127,44.5,30.95,6.0,-0.132,43.1,29.83,0.0,-0.146,42.0,7.01,-0.14500000000000002,44.925000000000004,5,0,0,6.0,6.0,7.0,10.0
Bhubaneswar,2019-05-20,21,32.59,12.45,-0.056,47.1,2105.9,10,31.57,2.61,-0.133,45.3,31.32,3.66,-0.22,43.7,29.1,2.52,-0.116,42.5,9.2075,-0.10400000000000001,45.775,5,0,0,8.0,6.0,8.0,10.0
Bhubaneswar,2019-05-27,22,30.69,14.9,-0.063,48.1,2102.0,9,32.88,15.67,-0.1,46.2,31.47,6.1,-0.127,44.5,30.95,6.0,-0.132,43.1,11.407499999999999,-0.08800000000000001,46.675,5,0,0,10.0,8.0,8.25,10.0
Bhubaneswar,2019-06-03,23,31.98,13.44,-0.066,49.1,2095.2,7,32.59,12.45,-0.056,47.1,31.57,2.61,-0.133,45.3,31.32,3.66,-0.22,43.7,14.114999999999998,-0.07125000000000001,47.625,6,1,0,9.0,6.0,8.5,11.0
Bhubaneswar,2019-06-10,24,33.05,9.22,-0.094,50.1,2102.5,10,30.69,14.9,-0.063,48.1,32.88,15.67,-0.1,46.2,31.47,6.1,-0.127,44.5,12.5025,-0.06975,48.6,6,1,0,7.0,8.0,9.0,10.0
Bhubaneswar,2019-06-17,25,32.13,23.49,-0.064,51.1,2099.1,10,31.98,13.44,-0.066,49.1,32.59,12.45,-0.056,47.1,31.57,2.61,-0.133,45.3,15.2625,-0.07175000000000001,49.6,6,1,0,10.0,10.0,9.0,12.0
Bhubaneswar,2019-06-24,26,34.53,20.4,-0.031,52.0,2110.3,10,33.05,9.22,-0.094,50.1,30.69,14.9,-0.063,48.1,32.88,15.67,-0.1,46.2,16.6375,-0.06375,50.575,6,1,0,10.0,9.0,9.25,12.0
Bhubaneswar,2019-07-01,27,31.84,25.99,0.02,52.9,2106.2,11,32.13,23.49,-0.064,51.1,31.98,13.44,-0.066,49.1,32.59,12.45,-0.056,47.1,19.775,-0.04225,51.525,7,1,0,10.0,7.0,10.25,12.0
Bhubaneswar,2019-07-08,28,32.53,25.21,0.021,53.6,2099.0,10,34.53,20.4,-0.031,52.0,33.05,9.22,-0.094,50.1,30.69,14.9,-0.063,48.1,23.7725,-0.0135,52.4,7,1,0,11.0,10.0,10.25,13.0
Bhubaneswar,2019-07-15,29,30.74,20.51,-0.051,54.2,2104.9,12,31.84,25.99,0.02,52.9,32.13,23.49,-0.064,51.1,31.98,13.44,-0.066,49.1,23.027499999999996,-0.010249999999999999,53.175,7,1,0,10.0,10.0,10.75,12.0
Bhubaneswar,2019-07-22,30,32.53,28.1,0.022,54.6,2102.7,12,32.53,25.21,0.021,53.6,34.53,20.4,-0.031,52.0,33.05,9.22,-0.094,50.1,24.9525,0.003000000000000001,53.825,7,1,0,12.0,10.0,11.25,15.0
Bhubaneswar,2019-07-29,31,32.15,23.94,0.017,54.9,2096.6,12,30.74,20.51,-0.051,54.2,31.84,25.99,0.02,52.9,32.13,23.49,-0.064,51.1,24.44,0.002250000000000001,54.325,7,1,0,12.0,11.0,11.5,14.0
Bhubaneswar,2019-08-05,32,30.33,24.92,-0.042,55.0,2101.9,13,32.53,28.1,0.022,54.6,32.53,25.21,0.021,53.6,34.53,20.4,-0.031,52.0,24.3675,-0.0135,54.675,8,1,0,12.0,10.0,12.25,13.0
Bhubaneswar,2019-08-12,33,29.14,28.16,0.035,54.9,2106.4,12,32.15,23.94,0.017,54.9,30.74,20.51,-0.051,54.2,31.84,25.99,0.02,52.9,26.28,0.008,54.85,8,1,0,13.0,12.0,12.25,13.0
Bhubaneswar,2019-08-19,34,25.81,14.38,-0.038,54.6,2103.6,15,30.33,24.92,-0.042,55.0,32.53,28.1,0.022,54.6,32.53,25.21,0.021,53.6,22.85,-0.006999999999999999,54.849999999999994,8,1,0,12.0,12.0,13.0,13.0
Bhubaneswar,2019-08-26,35,27.89,19.17,0.028,54.2,2095.3,14,29.14,28.16,0.035,54.9,32.15,23.94,0.017,54.9,30.74,20.51,-0.051,54.2,21.657500000000002,-0.0042499999999999994,54.675000000000004,8,1,0,15.0,12.0,13.5,12.0
Bhubaneswar,2019-09-02,36,27.64,10.71,-0.102,53.6,2096.8,13,25.81,14.38,-0.038,54.6,30.33,24.92,-0.042,55.0,32.53,28.1,0.022,54.6,18.105000000000004,-0.019249999999999996,54.324999999999996,9,1,1,14.0,13.0,13.5,12.0
Bhubaneswar,2019-09-09,37,22.03,10.13,-0.154,52.9,2097.2,13,27.89,19.17,0.028,54.2,29.14,28.16,0.035,54.9,32.15,23.94,0.017,54.9,13.597500000000002,-0.0665,53.825,9,1,1,13.0,12.0,13.75,9.0
Bhubaneswar,2019-09-16,38,24.41,20.17,0.003,52.0,2112.4,13,27.64,10.71,-0.102,53.6,25.81,14.38,-0.038,54.6,30.33,24.92,-0.042,55.0,15.045000000000002,-0.056249999999999994,53.175,9,1,1,13.0,15.0,13.25,7.0
Bhubaneswar,2019-09-23,39,24.87,1.93,-0.129,51.1,2095.6,12,22.03,10.13,-0.154,52.9,27.89,19.17,0.028,54.2,29.14,28.16,0.035,54.9,10.735000000000001,-0.0955,52.4,9,1,1,13.0,14.0,12.75,7.0
Bhubaneswar,2019-09-30,40,25.22,1.67,-0.206,50.1,2114.7,12,24.41,20.17,0.003,52.0,27.64,10.71,-0.102,53.6,25.81,14.38,-0.038,54.6,8.475000000000001,-0.1215,51.525000000000006,9,1,1,12.0,13.0,12.5,6.0
Bhubaneswar,2019-10-07,41,21.32,4.76,-0.161,49.1,2100.1,9,24.87,1.93,-0.129,51.1,22.03,10.13,-0.154,52.9,27.89,19.17,0.028,54.2,7.1325,-0.12325,50.575,10,0,1,12.0,13.0,11.5,7.0
Bhubaneswar,2019-10-14,42,21.24,9.7,-0.116,48.1,2109.1,7,25.22,1.67,-0.206,50.1,24.41,20.17,0.003,52.0,27.64,10.71,-0.102,53.6,4.515,-0.153,49.6,10,0,1,9.0,13.0,10.0,5.0
Bhubaneswar,2019-10-21,43,21.22,11.55,-0.107,47.1,2105.2,7,21.32,4.76,-0.161,49.1,24.87,1.93,-0.129,51.1,22.03,10.13,-0.154,52.9,6.92,-0.1475,48.6,10,0,1,7.0,12.0,8.75,6.0
Bhubaneswar,2019-10-28,44,22.95,5.0,-0.113,46.2,2107.8,6,21.24,9.7,-0.116,48.1,25.22,1.67,-0.206,50.1,24.41,20.17,0.003,52.0,7.7524999999999995,-0.12425000000000001,47.62500000000001,10,0,1,7.0,12.0,7.25,5.0
Bhubaneswar,2019-11-04,45,21.82,2.39,-0.15,45.3,2089.5,7,21.22,11.55,-0.107,47.1,21.32,4.76,-0.161,49.1,24.87,1.93,-0.129,51.1,7.16,-0.1215,46.675,11,0,1,6.0,9.0,6.75,5.0
Bhubaneswar,2019-11-11,46,22.69,2.65,-0.139,44.5,2099.8,5,22.95,5.0,-0.113,46.2,21.24,9.7,-0.116,48.1,25.22,1.67,-0.206,50.1,5.3975,-0.12725,45.775,11,0,1,7.0,7.0,6.25,4.0
Bhubaneswar,2019-11-18,47,22.83,4.09,-0.133,43.7,2097.5,6,21.82,2.39,-0.15,45.3,21.22,11.55,-0.107,47.1,21.32,4.76,-0.161,49.1,3.5324999999999998,-0.13375,44.925000000000004,11,0,1,5.0,7.0,6.0,6.0
Bhubaneswar,2019-11-25,48,20.6,3.58,-0.155,43.1,2103.9,5,22.69,2.65,-0.139,44.5,22.95,5.0,-0.113,46.2,21.24,9.7,-0.116,48.1,3.1775,-0.14425,44.15,11,0,1,6.0,6.0,5.75,5.0
Bhubaneswar,2019-12-02,49,22.53,3.01,-0.154,42.5,2109.2,5,22.83,4.09,-0.133,43.7,21.82,2.39,-0.15,45.3,21.22,11.55,-0.107,47.1,3.3324999999999996,-0.14525,43.45,12,0,0,5.0,7.0,5.25,4.0
Bhubaneswar,2019-12-09,50,21.13,0.0,-0.197,42.0,2094.9,4,20.6,3.58,-0.155,43.1,22.69,2.65,-0.139,44.5,22.95,5.0,-0.113,46.2,2.67,-0.15975,42.825,12,0,0,5.0,5.0,5.0,4.0
Bhubaneswar,2019-12-16,51,20.22,0.0,-0.245,41.6,2102.5,6,22.53,3.01,-0.154,42.5,22.83,4.09,-0.133,43.7,21.82,2.39,-0.15,45.3,1.6475,-0.18775,42.3,12,0,0,4.0,6.0,5.0,2.0
Bhubaneswar,2019-12-23,52,19.15,0.0,-0.189,41.3,2105.1,5,21.13,0.0,-0.197,42.0,20.6,3.58,-0.155,43.1,22.69,2.65,-0.139,44.5,0.7525,-0.19624999999999998,41.85,12,0,0,6.0,5.0,5.0,2.0
Bhubaneswar,2019-12-30,1,22.62,1.19,-0.212,40.0,2100.1,4,20.22,0.0,-0.245,41.6,22.53,3.01,-0.154,42.5,22.83,4.09,-0.133,43.7,0.2975,-0.21075000000000002,41.225,12,0,0,5.0,5.0,4.75,3.0
Bhubaneswar,2020-01-06,2,23.26,2.58,-0.208,40.1,2106.7,4,19.15,0.0,-0.189,41.3,21.13,0.0,-0.197,42.0,20.6,3.58,-0.155,43.1,0.9425,-0.2135,40.75,1,0,0,4.0,4.0,4.75,2.0
Bhubaneswar,2020-01-13,3,21.26,0.0,-0.171,40.1,2101.0,2,22.62,1.19,-0.212,40.0,20.22,0.0,-0.245,41.6,22.53,3.01,-0.154,42.5,0.9425,-0.195,40.375,1,0,0,4.0,6.0,3.75,3.0
Bhubaneswar,2020-01-20,4,24.64,5.9,-0.168,40.1,2103.6,2,23.26,2.58,-0.208,40.1,19.15,0.0,-0.189,41.3,21.13,0.0,-0.197,42.0,2.4175,-0.18974999999999997,40.075,1,0,0,2.0,5.0,3.0,2.0
Bhubaneswar,2020-01-27,5,24.06,0.0,-0.167,40.2,2106.6,3,21.26,0.0,-0.171,40.1,22.62,1.19,-0.212,40.0,20.22,0.0,-0.245,41.6,2.12,-0.1785,40.125,1,0,0,2.0,4.0,2.75,3.0
Bhubaneswar,2020-02-03,6,24.78,1.56,-0.216,40.2,2107.3,2,24.64,5.9,-0.168,40.1,23.26,2.58,-0.208,40.1,19.15,0.0,-0.189,41.3,1.8650000000000002,-0.1805,40.150000000000006,2,0,0,3.0,4.0,2.25,5.0
Bhubaneswar,2020-02-10,7,24.19,0.0,-0.158,40.3,2108.8,3,24.06,0.0,-0.167,40.2,21.26,0.0,-0.171,40.1,22.62,1.19,-0.212,40.0,1.8650000000000002,-0.17725,40.2,2,0,0,2.0,2.0,2.5,3.0
Bhubaneswar,2020-02-17,8,24.46,7.67,-0.183,40.4,2098.9,2,24.78,1.56,-0.216,40.2,24.64,5.9,-0.168,40.1,23.26,2.58,-0.208,40.1,2.3075,-0.181,40.275,2,0,0,3.0,2.0,2.5,3.0
Bhubaneswar,2020-02-24,9,26.55,3.34,-0.162,40.6,2105.1,3,24.19,0.0,-0.158,40.3,24.06,0.0,-0.167,40.2,21.26,0.0,-0.171,40.1,3.1425,-0.17975000000000002,40.375,2,0,0,2.0,3.0,2.5,19.0
Bhubaneswar,2020-03-02,10,27.14,1.74,-0.124,40.8,2109.8,5,24.46,7.67,-0.183,40.4,24.78,1.56,-0.216,40.2,24.64,5.9,-0.168,40.1,3.1875,-0.15675,40.525,3,0,0,3.0,2.0,3.25,4.0
Bhubaneswar,2020-03-09,11,26.46,0.0,-0.212,41.0,2105.2,3,26.55,3.34,-0.162,40.6,24.19,0.0,-0.158,40.3,24.06,0.0,-0.167,40.2,3.1875,-0.17025,40.7,3,0,0,5.0,3.0,3.25,6.0
Bhubaneswar,2020-03-16,12,29.56,0.72,-0.186,41.3,2109.4,3,27.14,1.74,-0.124,40.8,24.46,7.67,-0.183,40.4,24.78,1.56,-0.216,40.2,1.45,-0.17099999999999999,40.925,3,0,0,3.0,2.0,3.5,4.0
Bhubaneswar,2020-03-23,13,29.81,1.11,-0.183,41.6,2115.6,19,26.46,0.0,-0.212,41.0,26.55,3.34,-0.162,40.6,24.19,0.0,-0.158,40.3,0.8925000000000001,-0.17625000000000002,41.175,3,0,0,3.0,3.0,7.5,6.0
Bhubaneswar,2020-03-30,14,28.83,0.0,-0.222,42.0,2091.1,4,29.56,0.72,-0.186,41.3,27.14,1.74,-0.124,40.8,24.46,7.67,-0.183,40.4,0.4575,-0.20074999999999998,41.475,3,0,0,19.0,5.0,7.25,6.0
Bhubaneswar,2020-04-06,15,29.47,0.76,-0.223,42.5,2095.1,6,29.81,1.11,-0.183,41.6,26.46,0.0,-0.212,41.0,26.55,3.34,-0.162,40.6,0.6475,-0.2035,41.85,4,0,0,4.0,3.0,8.0,6.0
Bhubaneswar,2020-04-13,16,30.19,5.82,-0.188,43.1,2103.7,4,28.83,0.0,-0.222,42.0,29.56,0.72,-0.186,41.3,27.14,1.74,-0.124,40.8,1.9225,-0.20400000000000001,42.3,4,0,0,6.0,3.0,8.25,7.0
Bhubaneswar,2020-04-20,17,32.61,4.98,-0.162,43.7,2104.0,6,29.47,0.76,-0.223,42.5,29.81,1.11,-0.183,41.6,26.46,0.0,-0.212,41.0,2.89,-0.19874999999999998,42.825,4,0,0,4.0,19.0,5.0,7.0
Bhubaneswar,2020-04-27,18,29.81,6.02,-0.149,44.5,2105.2,6,30.19,5.82,-0.188,43.1,28.83,0.0,-0.222,42.0,29.56,0.72,-0.186,41.3,4.395,-0.1805,43.45,4,0,0,6.0,4.0,5.5,8.0
Bhubaneswar,2020-05-04,19,30.81,8.64,-0.163,45.3,2105.2,6,32.61,4.98,-0.162,43.7,29.47,0.76,-0.223,42.5,29.81,1.11,-0.183,41.6,6.365,-0.1655,44.150000000000006,5,0,0,6.0,6.0,5.5,8.0
Bhubaneswar,2020-05-11,20,29.67,10.71,-0.113,46.2,2106.7,7,29.81,6.02,-0.149,44.5,30.19,5.82,-0.188,43.1,28.83,0.0,-0.222,42.0,7.5875,-0.14675,44.925,5,0,0,6.0,4.0,6.25,8.0
Bhubaneswar,2020-05-18,21,32.28,8.77,-0.121,47.1,2107.0,7,30.81,8.64,-0.163,45.3,32.61,4.98,-0.162,43.7,29.47,0.76,-0.223,42.5,8.535,-0.1365,45.775,5,0,0,7.0,6.0,6.5,9.0
Bhubaneswar,2020-05-25,22,33.42,10.93,-0.086,48.1,2113.0,8,29.67,10.71,-0.113,46.2,29.81,6.02,-0.149,44.5,30.19,5.82,-0.188,43.1,9.762500000000001,-0.12075,46.675,5,0,0,7.0,6.0,7.0,11.0
Bhubaneswar,2020-06-01,23,34.26,16.47,-0.055,49.1,2101.7,8,32.28,8.77,-0.121,47.1,30.81,8.64,-0.163,45.3,32.61,4.98,-0.162,43.7,11.72,-0.09375,47.625,6,1,0,8.0,6.0,7.5,11.0
Bhubaneswar,2020-06-08,24,34.29,16.21,-0.059,50.1,2113.8,8,33.42,10.93,-0.086,48.1,29.67,10.71,-0.113,46.2,29.81,6.02,-0.149,44.5,13.095,-0.08025,48.6,6,1,0,8.0,7.0,7.75,11.0
Bhubaneswar,2020-06-15,25,31.13,12.27,-0.027,51.1,2099.9,9,34.26,16.47,-0.055,49.1,32.28,8.77,-0.121,47.1,30.81,8.64,-0.163,45.3,13.969999999999999,-0.05675,49.6,6,1,0,8.0,7.0,8.25,10.0
Bhubaneswar,2020-06-22,26,33.78,19.5,-0.021,52.0,2103.5,11,34.29,16.21,-0.059,50.1,33.42,10.93,-0.086,48.1,29.67,10.71,-0.113,46.2,16.1125,-0.0405,50.575,6,1,0,9.0,8.0,9.0,12.0
Bhubaneswar,2020-06-29,27,31.51,20.64,0.008,52.9,2112.2,11,31.13,12.27,-0.027,51.1,34.26,16.47,-0.055,49.1,32.28,8.77,-0.121,47.1,17.155,-0.024749999999999998,51.525,6,1,0,11.0,8.0,9.75,12.0
Bhubaneswar,2020-07-06,28,32.99,26.62,0.055,53.6,2101.4,11,33.78,19.5,-0.021,52.0,34.29,16.21,-0.059,50.1,33.42,10.93,-0.086,48.1,19.7575,0.00375,52.4,7,1,0,11.0,8.0,10.5,16.0
Bhubaneswar,2020-07-13,29,31.35,27.23,0.052,54.2,2105.2,10,31.51,20.64,0.008,52.9,31.13,12.27,-0.027,51.1,34.26,16.47,-0.055,49.1,23.497500000000002,0.0235,53.175000000000004,7,1,0,11.0,9.0,10.75,16.0
Bhubaneswar,2020-07-20,30,29.16,16.82,-0.026,54.6,2110.7,12,32.99,26.62,0.055,53.6,33.78,19.5,-0.021,52.0,34.29,16.21,-0.059,50.1,22.8275,0.02225,53.825,7,1,0,10.0,11.0,11.0,14.0
Bhubaneswar,2020-07-27,31,30.12,26.08,-0.015,54.9,2101.5,12,31.35,27.23,0.052,54.2,31.51,20.64,0.008,52.9,31.13,12.27,-0.027,51.1,24.1875,0.016499999999999997,54.325,7,1,0,12.0,11.0,11.25,12.0
Bhubaneswar,2020-08-03,32,28.61,23.46,-0.0,55.0,2104.9,16,29.16,16.82,-0.026,54.6,32.99,26.62,0.055,53.6,33.78,19.5,-0.021,52.0,23.3975,0.00275,54.675000000000004,8,1,0,12.0,11.0,12.5,12.0
Bhubaneswar,2020-08-10,33,28.0,30.11,0.057,54.9,2101.8,16,30.12,26.08,-0.015,54.9,31.35,27.23,0.052,54.2,31.51,20.64,0.008,52.9,24.1175,0.004000000000000002,54.849999999999994,8,1,0,16.0,10.0,14.0,13.0
Bhubaneswar,2020-08-17,34,25.9,18.98,0.009,54.6,2117.9,14,28.61,23.46,-0.0,55.0,29.16,16.82,-0.026,54.6,32.99,26.62,0.055,53.6,24.6575,0.01275,54.85,8,1,0,16.0,12.0,14.5,13.0
Bhubaneswar,2020-08-24,35,28.08,18.28,0.037,54.2,2109.8,12,28.0,30.11,0.057,54.9,30.12,26.08,-0.015,54.9,31.35,27.23,0.052,54.2,22.707500000000003,0.025750000000000002,54.675,8,1,0,14.0,12.0,14.5,11.0
Bhubaneswar,2020-08-31,36,26.28,16.89,-0.048,53.6,2109.5,12,25.9,18.98,0.009,54.6,28.61,23.46,-0.0,55.0,29.16,16.82,-0.026,54.6,21.064999999999998,0.01375,54.325,8,1,0,12.0,16.0,13.5,11.0
Bhubaneswar,2020-09-07,37,25.48,8.95,-0.069,52.9,2113.6,13,28.08,18.28,0.037,54.2,28.0,30.11,0.057,54.9,30.12,26.08,-0.015,54.9,15.774999999999999,-0.017750000000000002,53.825,9,1,1,12.0,16.0,12.75,10.0
Bhubaneswar,2020-09-14,38,25.62,14.01,-0.074,52.0,2113.1,13,26.28,16.89,-0.048,53.6,25.9,18.98,0.009,54.6,28.61,23.46,-0.0,55.0,14.5325,-0.0385,53.175,9,1,1,13.0,14.0,12.5,8.0
Bhubaneswar,2020-09-21,39,24.95,5.61,-0.091,51.1,2107.4,11,25.48,8.95,-0.069,52.9,28.08,18.28,0.037,54.2,28.0,30.11,0.057,54.9,11.365,-0.07050000000000001,52.400000000000006,9,1,1,13.0,12.0,12.25,8.0
Bhubaneswar,2020-09-28,40,24.95,9.95,-0.125,50.1,2116.4,11,25.62,14.01,-0.074,52.0,26.28,16.89,-0.048,53.6,25.9,18.98,0.009,54.6,9.629999999999999,-0.08975,51.525,9,1,1,11.0,12.0,12.0,9.0
Bhubaneswar,2020-10-05,41,21.6,3.3,-0.22,49.1,2109.5,10,24.95,5.61,-0.091,51.1,25.48,8.95,-0.069,52.9,28.08,18.28,0.037,54.2,8.2175,-0.1275,50.575,10,0,1,11.0,13.0,11.25,7.0
Bhubaneswar,2020-10-12,42,24.63,6.82,-0.183,48.1,2106.6,8,24.95,9.95,-0.125,50.1,25.62,14.01,-0.074,52.0,26.28,16.89,-0.048,53.6,6.420000000000001,-0.15475,49.6,10,0,1,10.0,13.0,10.0,5.0
Bhubaneswar,2020-10-19,43,23.12,2.11,-0.155,47.1,2100.0,8,21.6,3.3,-0.22,49.1,24.95,5.61,-0.091,51.1,25.48,8.95,-0.069,52.9,5.545,-0.17075,48.60000000000001,10,0,1,8.0,11.0,9.25,6.0
Bhubaneswar,2020-10-26,44,21.41,3.11,-0.124,46.2,2110.3,9,24.63,6.82,-0.183,48.1,24.95,9.95,-0.125,50.1,25.62,14.01,-0.074,52.0,3.835,-0.1705,47.625,10,0,1,8.0,11.0,8.75,5.0
Bhubaneswar,2020-11-02,45,21.23,4.59,-0.167,45.3,2101.8,7,23.12,2.11,-0.155,47.1,21.6,3.3,-0.22,49.1,24.95,5.61,-0.091,51.1,4.1575,-0.15725,46.675,11,0,1,9.0,10.0,8.0,5.0
Bhubaneswar,2020-11-09,46,20.99,1.99,-0.18,44.5,2103.6,5,21.41,3.11,-0.124,46.2,24.63,6.82,-0.183,48.1,24.95,9.95,-0.125,50.1,2.9499999999999997,-0.1565,45.775000000000006,11,0,1,7.0,8.0,7.25,6.0
Bhubaneswar,2020-11-16,47,20.91,3.46,-0.161,43.7,2106.3,6,21.23,4.59,-0.167,45.3,23.12,2.11,-0.155,47.1,21.6,3.3,-0.22,49.1,3.2874999999999996,-0.158,44.925,11,0,1,5.0,8.0,6.75,3.0
Bhubaneswar,2020-11-23,48,22.25,0.0,-0.225,43.1,2114.1,5,20.99,1.99,-0.18,44.5,21.41,3.11,-0.124,46.2,24.63,6.82,-0.183,48.1,2.51,-0.18325,44.15,11,0,1,6.0,9.0,5.75,5.0
Bhubaneswar,2020-11-30,49,22.19,0.0,-0.189,42.5,2100.2,5,20.91,3.46,-0.161,43.7,21.23,4.59,-0.167,45.3,23.12,2.11,-0.155,47.1,1.3625,-0.18875000000000003,43.45,11,0,1,5.0,7.0,5.25,5.0
Bhubaneswar,2020-12-07,50,20.01,0.0,-0.179,42.0,2113.0,6,22.25,0.0,-0.225,43.1,20.99,1.99,-0.18,44.5,21.41,3.11,-0.124,46.2,0.865,-0.1885,42.825,12,0,0,5.0,5.0,5.5,4.0
Bhubaneswar,2020-12-14,51,22.23,0.0,-0.199,41.6,2105.3,3,22.19,0.0,-0.189,42.5,20.91,3.46,-0.161,43.7,21.23,4.59,-0.167,45.3,0.0,-0.198,42.3,12,0,0,6.0,6.0,4.75,4.0
Bhubaneswar,2020-12-21,52,20.7,0.0,-0.186,41.3,2116.6,5,20.01,0.0,-0.179,42.0,22.25,0.0,-0.225,43.1,20.99,1.99,-0.18,44.5,0.0,-0.18825,41.85,12,0,0,3.0,5.0,4.75,3.0
Bhubaneswar,2020-12-28,53,21.62,4.7,-0.181,41.0,2103.3,5,22.23,0.0,-0.199,41.6,22.19,0.0,-0.189,42.5,20.91,3.46,-0.161,43.7,1.175,-0.18625000000000003,41.475,12,0,0,5.0,5.0,4.75,5.0
Bhubaneswar,2021-01-04,1,20.58,0.0,-0.159,40.0,2114.0,4,20.7,0.0,-0.186,41.3,20.01,0.0,-0.179,42.0,22.25,0.0,-0.225,43.1,1.175,-0.18125,40.975,1,0,0,5.0,6.0,4.25,4.0
Bhubaneswar,2021-01-11,2,22.63,0.46,-0.176,40.1,2111.1,4,21.62,4.7,-0.181,41.0,22.23,0.0,-0.199,41.6,22.19,0.0,-0.189,42.5,1.29,-0.17550000000000002,40.6,1,0,0,4.0,3.0,4.5,3.0
Bhubaneswar,2021-01-18,3,23.03,3.82,-0.218,40.1,2101.5,3,20.58,0.0,-0.159,40.0,20.7,0.0,-0.186,41.3,20.01,0.0,-0.179,42.0,2.245,-0.1835,40.3,1,0,0,4.0,5.0,4.0,3.0
Bhubaneswar,2021-01-25,4,23.6,3.64,-0.215,40.1,2120.6,5,22.63,0.46,-0.176,40.1,21.62,4.7,-0.181,41.0,22.23,0.0,-0.199,41.6,1.98,-0.19199999999999998,40.075,1,0,0,3.0,5.0,4.0,3.0
