district,week_start,week_of_year,lst_celsius,rainfall_mm,ndwi_index,humidity_proxy_pct,population_density,dengue_cases
Delhi,2022-06-20,25,32.17,15.09,-0.063,51.1,11382.9,11
Delhi,2022-06-27,26,31.18,10.89,-0.066,52.0,11377.4,12
Delhi,2022-07-04,27,30.03,18.41,-0.067,52.9,11372.8,13
Delhi,2022-07-11,28,30.56,14.69,-0.041,53.6,11385.7,12
Delhi,2022-07-18,29,30.52,20.81,-0.0,54.2,11380.2,31
Delhi,2022-07-25,30,31.68,20.4,0.019,54.6,11376.1,12
Delhi,2022-08-01,31,29.97,11.68,-0.088,54.9,11378.5,11
Delhi,2022-08-08,32,31.08,14.81,-0.113,55.0,11373.9,10
Delhi,2022-08-15,33,27.1,18.38,0.007,54.9,11380.2,12
Delhi,2022-08-22,34,27.25,17.99,-0.071,54.6,11384.8,13
Delhi,2022-08-29,35,28.18,9.24,-0.174,54.2,11380.9,13
Delhi,2022-09-05,36,27.68,12.41,-0.113,53.6,11378.8,12
Delhi,2022-09-12,37,24.96,8.58,-0.111,52.9,11384.2,12
Delhi,2022-09-19,38,25.71,5.31,-0.11,52.0,11385.4,12
Delhi,2022-09-26,39,24.05,4.41,-0.147,51.1,11388.0,11
Delhi,2022-10-03,40,24.93,11.09,-0.153,50.1,11373.8,10
Delhi,2022-10-10,41,24.68,9.3,-0.109,49.1,11377.3,10
Delhi,2022-10-17,42,24.03,3.59,-0.109,48.1,11384.4,9
Delhi,2022-10-24,43,22.41,1.82,-0.206,47.1,11381.1,8
Delhi,2022-10-31,44,20.76,1.62,-0.214,46.2,11385.0,6
Delhi,2022-11-07,45,19.52,2.69,-0.221,45.3,11387.8,8
Delhi,2022-11-14,46,20.26,5.52,-0.09,44.5,11392.4,5
Delhi,2022-11-21,47,22.88,3.58,-0.171,43.7,11389.2,6
Delhi,2022-11-28,48,20.78,0.0,-0.208,43.1,11382.3,4
Delhi,2022-12-05,49,21.27,2.33,-0.164,42.5,11392.8,5
Delhi,2022-12-12,50,21.49,4.1,-0.184,42.0,11382.4,6
Delhi,2022-12-19,51,20.66,0.76,-0.138,41.6,11382.4,5
Delhi,2022-12-26,52,19.89,0.0,-0.234,41.3,11386.7,4
Delhi,2023-01-02,1,21.52,0.0,-0.231,40.0,11385.3,4
Delhi,2023-01-09,2,24.02,0.46,-0.229,40.1,11393.1,3
Delhi,2023-01-16,3,22.91,1.12,-0.218,40.1,11391.1,2
Delhi,2023-01-23,4,21.53,0.0,-0.194,40.1,11395.7,4
Delhi,2023-01-30,5,23.12,0.0,-0.207,40.2,11384.1,3
Delhi,2023-02-06,6,26.01,0.0,-0.169,40.2,11388.9,2
Delhi,2023-02-13,7,27.67,0.0,-0.218,40.3,11400.2,4
Delhi,2023-02-20,8,26.84,4.04,-0.225,40.4,11387.7,3
Delhi,2023-02-27,9,25.82,0.0,-0.208,40.6,11390.9,3
Delhi,2023-03-06,10,25.0,0.0,-0.207,40.8,11382.3,3
Delhi,2023-03-13,11,28.34,0.0,-0.159,41.0,11394.0,5
Delhi,2023-03-20,12,27.77,3.63,-0.195,41.3,11402.0,5
Delhi,2023-03-27,13,28.88,2.81,-0.138,41.6,11397.6,4
Delhi,2023-04-03,14,27.45,3.82,-0.245,42.0,11402.2,4
Delhi,2023-04-10,15,30.56,0.0,-0.12,42.5,11400.2,4
Delhi,2023-04-17,16,31.58,0.71,-0.221,43.1,11395.8,7
Delhi,2023-04-24,17,33.18,6.75,-0.191,43.7,11409.2,7
Delhi,2023-05-01,18,31.43,4.83,-0.133,44.5,11399.5,6
Delhi,2023-05-08,19,32.27,5.47,-0.177,45.3,11393.0,7
Delhi,2023-05-15,20,30.45,4.6,-0.068,46.2,11401.0,9
Delhi,2023-05-22,21,31.14,6.34,-0.181,47.1,11393.8,9
Delhi,2023-05-29,22,32.21,6.86,-0.103,48.1,11409.1,11
Delhi,2023-06-05,23,30.77,10.44,-0.122,49.1,11397.9,10
Delhi,2023-06-12,24,32.27,11.04,-0.105,50.1,11402.2,10
Delhi,2023-06-19,25,33.34,13.62,-0.109,51.1,11397.5,9
Delhi,2023-06-26,26,34.33,14.1,-0.087,52.0,11401.2,9
Delhi,2023-07-03,27,31.32,19.54,-0.083,52.9,11403.4,10
Delhi,2023-07-10,28,30.7,18.35,0.05,53.6,11401.0,10
Delhi,2023-07-17,29,33.38,17.79,0.029,54.2,11395.1,11
Delhi,2023-07-24,30,30.8,18.82,-0.049,54.6,11400.0,11
Delhi,2023-07-31,31,28.81,21.18,-0.055,54.9,11404.3,12
Delhi,2023-08-07,32,30.41,10.77,-0.073,55.0,11396.8,14
Delhi,2023-08-14,33,28.77,20.1,-0.048,54.9,11402.7,15
Delhi,2023-08-21,34,28.91,14.75,-0.075,54.6,11404.0,14
Delhi,2023-08-28,35,29.11,17.88,-0.096,54.2,11407.1,10
Delhi,2023-09-04,36,28.03,10.33,-0.091,53.6,11399.2,11
Delhi,2023-09-11,37,26.09,14.86,-0.099,52.9,11397.3,12
Delhi,2023-09-18,38,26.22,7.03,-0.136,52.0,11408.1,10
Delhi,2023-09-25,39,24.02,8.93,-0.106,51.1,11410.4,11
Delhi,2023-10-02,40,23.07,13.62,-0.065,50.1,11402.8,12
Delhi,2023-10-09,41,23.01,5.3,-0.131,49.1,11403.9,10
Delhi,2023-10-16,42,22.37,2.88,-0.139,48.1,11400.9,9
Delhi,2023-10-23,43,22.0,2.0,-0.104,47.1,11404.5,9
Delhi,2023-10-30,44,20.74,1.43,-0.202,46.2,11405.5,6
Delhi,2023-11-06,45,24.05,2.49,-0.153,45.3,11408.5,7
Delhi,2023-11-13,46,22.33,7.16,-0.176,44.5,11406.7,7
Delhi,2023-11-20,47,21.44,0.0,-0.239,43.7,11401.5,5
Delhi,2023-11-27,48,19.75,0.0,-0.129,43.1,11417.0,6
Delhi,2023-12-04,49,22.22,1.04,-0.194,42.5,11413.7,5
Delhi,2023-12-11,50,21.75,0.0,-0.186,42.0,11409.2,3
Delhi,2023-12-18,51,19.24,2.39,-0.2,41.6,11413.5,3
Delhi,2023-12-25,52,20.53,0.0,-0.231,41.3,11417.0,5
Chennai,2019-01-07,2,25.07,0.0,-0.209,40.1,26903.9,4
Chennai,2019-01-14,3,26.46,0.24,-0.184,40.1,26899.5,4
Chennai,2019-01-21,4,23.48,3.53,-0.208,40.1,26905.5,2
Chennai,2019-01-28,5,25.6,0.0,-0.223,40.2,26891.8,2
Chennai,2019-02-04,6,23.27,0.0,-0.2,40.2,26898.5,3
Chennai,2019-02-11,7,28.11,3.35,-0.168,40.3,26903.3,4
Chennai,2019-02-18,8,29.01,0.0,-0.202,40.4,26902.9,4
Chennai,2019-02-25,9,27.45,0.0,-0.23,40.6,26905.2,3
Chennai,2019-03-04,10,26.97,0.0,-0.205,40.8,26904.3,3
Chennai,2019-03-11,11,29.44,5.5,-0.167,41.0,26905.5,4
Chennai,2019-03-18,12,29.68,2.93,-0.196,41.3,26904.1,6
Chennai,2019-03-25,13,32.16,0.0,-0.22,41.6,26910.4,5
Chennai,2019-04-01,14,31.1,0.0,-0.198,42.0,26904.5,6
Chennai,2019-04-08,15,34.96,0.92,-0.191,42.5,26916.5,5
Chennai,2019-04-15,16,31.81,6.54,-0.123,43.1,26912.3,7
Chennai,2019-04-22,17,33.48,2.98,-0.128,43.7,26915.8,8
Chennai,2019-04-29,18,35.17,4.96,-0.157,44.5,26916.2,8
Chennai,2019-05-06,19,33.99,4.42,-0.172,45.3,26921.3,10
Chennai,2019-05-13,20,34.28,13.47,-0.123,46.2,26919.3,9
Chennai,2019-05-20,21,36.24,12.64,-0.087,47.1,26924.5,9
Chennai,2019-05-27,22,38.41,7.26,-0.078,48.1,26920.6,10
Chennai,2019-06-03,23,34.39,9.12,-0.123,49.1,26923.8,12
Chennai,2019-06-10,24,34.3,12.34,-0.129,50.1,26930.1,11
Chennai,2019-06-17,25,35.41,19.81,-0.077,51.1,26928.1,10
Chennai,2019-06-24,26,34.32,16.65,-0.041,52.0,26919.0,12
Chennai,2019-07-01,27,35.73,23.2,-0.02,52.9,26925.3,12
Chennai,2019-07-08,28,33.82,21.12,-0.006,53.6,26933.1,12
Chennai,2019-07-15,29,33.82,19.85,-0.023,54.2,26928.3,12
Chennai,2019-07-22,30,33.16,22.94,0.025,54.6,26923.8,14
Chennai,2019-07-29,31,31.88,19.98,0.019,54.9,26933.1,13
Chennai,2019-08-05,32,31.61,18.5,-0.008,55.0,26933.6,13
Chennai,2019-08-12,33,30.71,19.89,-0.012,54.9,26931.2,14
Chennai,2019-08-19,34,31.26,24.18,0.053,54.6,26930.0,16
Chennai,2019-08-26,35,27.82,18.8,-0.066,54.2,26952.2,14
Chennai,2019-09-02,36,27.51,13.95,-0.111,53.6,26934.4,13
Chennai,2019-09-09,37,29.41,11.72,-0.026,52.9,26933.9,13
Chennai,2019-09-16,38,27.66,11.96,-0.11,52.0,26938.6,15
Chennai,2019-09-23,39,26.02,7.04,-0.117,51.1,26943.8,14
Chennai,2019-09-30,40,25.32,11.29,-0.113,50.1,26939.3,11
Chennai,2019-10-07,41,26.02,8.07,-0.099,49.1,26944.3,10
Chennai,2019-10-14,42,25.83,4.6,-0.131,48.1,26939.7,9
Chennai,2019-10-21,43,25.68,0.0,-0.167,47.1,26943.4,9
Chennai,2019-10-28,44,25.46,1.69,-0.194,46.2,26945.1,7
Chennai,2019-11-04,45,22.07,0.0,-0.159,45.3,26954.8,8
Chennai,2019-11-11,46,23.64,6.36,-0.191,44.5,26946.7,6
Chennai,2019-11-18,47,24.24,0.0,-0.144,43.7,26954.2,7
Chennai,2019-11-25,48,23.51,0.0,-0.218,43.1,26949.1,5
Chennai,2019-12-02,49,23.61,0.0,-0.227,42.5,26947.7,6
Chennai,2019-12-09,50,22.3,0.33,-0.145,42.0,26951.6,5
Chennai,2019-12-16,51,22.47,10.48,-0.14,41.6,26940.8,5
Chennai,2019-12-23,52,24.5,1.45,-0.119,41.3,26953.7,5
Chennai,2019-12-30,1,23.8,0.0,-0.236,40.0,26950.7,4
Chennai,2020-01-06,2,22.67,3.06,-0.152,40.1,26952.6,5
Chennai,2020-01-13,3,24.66,3.2,-0.189,40.1,26951.6,5
Chennai,2020-01-20,4,25.55,0.0,-0.167,40.1,26952.4,4
Chennai,2020-01-27,5,25.47,4.44,-0.229,40.2,26959.0,3
Chennai,2020-02-03,6,26.82,0.0,-0.192,40.2,26956.9,3
Chennai,2020-02-10,7,28.2,0.0,-0.141,40.3,26963.2,3
Chennai,2020-02-17,8,26.04,1.22,-0.216,40.4,26969.0,5
Chennai,2020-02-24,9,29.16,4.25,-0.141,40.6,26967.1,5
Chennai,2020-03-02,10,29.55,0.0,-0.203,40.8,26960.1,4
Chennai,2020-03-09,11,32.35,0.0,-0.226,41.0,26971.0,4
Chennai,2020-03-16,12,30.45,0.0,-0.208,41.3,26967.5,4
Chennai,2020-03-23,13,29.74,0.19,-0.206,41.6,26962.6,5
Chennai,2020-03-30,14,33.23,0.58,-0.195,42.0,26958.1,5
Chennai,2020-04-06,15,31.07,1.49,-0.182,42.5,26967.1,7
Chennai,2020-04-13,16,34.48,0.0,-0.21,43.1,26965.4,23
Chennai,2020-04-20,17,32.71,6.0,-0.169,43.7,26976.5,8
Chennai,2020-04-27,18,32.72,0.44,-0.206,44.5,26967.8,7
Chennai,2020-05-04,19,33.4,18.85,-0.075,45.3,26968.2,9
Chennai,2020-05-11,20,36.52,13.26,-0.017,46.2,26966.5,10
Chennai,2020-05-18,21,34.48,6.25,-0.101,47.1,26969.7,10
Chennai,2020-05-25,22,36.54,11.59,-0.045,48.1,26980.3,9
Chennai,2020-06-01,23,33.06,11.9,-0.039,49.1,26972.6,9
Chennai,2020-06-08,24,34.51,13.26,-0.053,50.1,26968.1,11
Chennai,2020-06-15,25,32.8,18.04,-0.065,51.1,26975.2,11
Chennai,2020-06-22,26,35.47,15.48,-0.046,52.0,26968.7,12
Chennai,2020-06-29,27,34.8,20.66,-0.022,52.9,26975.5,12
Chennai,2020-07-06,28,35.84,16.61,-0.037,53.6,26975.8,12
Chennai,2020-07-13,29,33.57,29.38,0.034,54.2,26984.3,12
Chennai,2020-07-20,30,34.9,24.7,0.017,54.6,26984.5,13
Chennai,2020-07-27,31,32.92,15.76,-0.008,54.9,26983.3,14
Chennai,2020-08-03,32,32.99,11.92,-0.081,55.0,26984.2,14
Chennai,2020-08-10,33,32.88,17.38,-0.028,54.9,26991.3,14
Chennai,2020-08-17,34,31.09,17.69,-0.004,54.6,26985.4,17
Chennai,2020-08-24,35,27.96,10.73,-0.113,54.2,26992.5,16
Chennai,2020-08-31,36,29.73,16.4,-0.034,53.6,26988.3,14
Chennai,2020-09-07,37,29.59,11.64,-0.025,52.9,26985.5,14
Chennai,2020-09-14,38,28.14,11.11,-0.141,52.0,26998.6,12
Chennai,2020-09-21,39,26.66,9.35,-0.111,51.1,26999.7,12
Chennai,2020-09-28,40,24.55,0.0,-0.212,50.1,26998.8,9
Chennai,2020-10-05,41,24.92,0.81,-0.187,49.1,26992.2,11
Chennai,2020-10-12,42,24.12,2.21,-0.206,48.1,26988.7,11
Chennai,2020-10-19,43,23.33,4.36,-0.154,47.1,26998.8,9
Chennai,2020-10-26,44,23.73,4.72,-0.109,46.2,27000.8,8
Chennai,2020-11-02,45,24.57,0.0,-0.16,45.3,26994.9,8
Chennai,2020-11-09,46,21.95,0.0,-0.242,44.5,26999.4,6
Chennai,2020-11-16,47,24.44,0.0,-0.183,43.7,27000.1,5
Chennai,2020-11-23,48,22.77,0.4,-0.225,43.1,27008.8,5
Chennai,2020-11-30,49,24.68,0.0,-0.126,42.5,26992.4,6
Chennai,2020-12-07,50,25.12,0.0,-0.196,42.0,26999.9,5
Chennai,2020-12-14,51,22.1,0.0,-0.203,41.6,27001.7,4
Chennai,2020-12-21,52,25.63,6.48,-0.163,41.3,27013.0,3
Chennai,2020-12-28,53,24.03,2.16,-0.161,41.0,27011.5,4
Chennai,2021-01-04,1,23.61,0.0,-0.142,40.0,27004.1,3
